InvNo	Date	Ord	Amount	TaxRate	TAmount	CreatedBy	EnteredOn	Name	CityName	Days	Pnumber	Fax	URL	Line1	Line2	CreatedOn
EB10CDEA-A297-48A5-84DC-083C7CF60C94	2024-01-29 19:39:02.2066667	45BFDF16-F9A6-4260-A2FF-1B233A9A56FC	17486.55	3	524.60	System Generated	2024-01-29 19:39:02.2066667	Kumar Kamei	Tundla	7	(304) 555-0100	(304) 555-0101	http://www.microsoft.com/KumarKamei/	Suite 25	1742 Valbe Avenue	2024-01-29 19:39:02.2066667
7DFDF967-52B7-440D-B2F5-CE4561A8F009	2023-01-10 09:41:18.1133333	96F4E2BE-53C9-479E-B787-7900F46C554B	11871.23	7	830.99	System Generated	2023-01-10 09:41:18.1133333	"Wingtip Toys (Isabela, PR)"	Sullurpeta	14	(787) 555-0100	(787) 555-0101	http://www.wingtiptoys.com/Isabela	Shop 110	1211 Mazumdar Avenue	2023-01-10 09:41:18.1133333
5FDA7397-7A98-4371-8019-C2D0BA049670	2023-12-04 18:27:01.3900000	8E93153B-A82C-4F60-A491-529232EE58D2	19201.43	10	1920.14	System Generated	2023-12-04 18:27:01.3900000	Leyla Siavashi	Neem-Ka-Thana	8	(201) 555-0100	(201) 555-0101	http://www.microsoft.com/LeylaSiavashi/	Suite 14	1187 L'Angelier Road	2023-12-04 18:27:01.3900000
505E4CE7-3629-466C-9262-89C79A79C83A	2022-10-17 11:33:26.3100000	E813B166-DFF0-4D7E-B3D1-5BF8887D2246	24087.61	4	963.50	System Generated	2022-10-17 11:33:26.3100000	Gunnar Lohmus	Warisaliganj	11	(201) 555-0100	(201) 555-0101	http://www.microsoft.com/GunnarLohmus/	Shop 31	31 Bagchi Avenue	2022-10-17 11:33:26.3100000
D77FCA28-DD67-49A0-A9EE-F8DD92CC5032	2023-05-03 01:49:58.3133333	B1F99C77-CDAB-42BD-B816-A1E96BF86DEA	13395.62	2	267.91	System Generated	2023-05-03 01:49:58.3133333	Drazenka Jelic	Tirupati	12	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/DrazenkaJelic/	Unit 23	1577 Lam Lane	2023-05-03 01:49:58.3133333
CD768982-7984-4745-9EF8-50C727B10AE1	2024-02-19 07:23:38.4466667	58EF4628-D1F7-42C1-BF4C-34A6791DBC03	15049.72	4	601.99	System Generated	2024-02-19 07:23:38.4466667	"Wingtip Toys (Universal City, TX)"	Rajgarh (Alwar)	8	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/UniversalCity	Unit 40	1521 Phan Crescent	2024-02-19 07:23:38.4466667
3973EA3D-897B-47D0-B2A8-28D9ED16EE23	2022-10-20 14:00:12.2566667	3B7A5B54-ACED-4B76-81C4-3BB8FE427E7E	22712.60	2	454.25	System Generated	2022-10-20 14:00:12.2566667	"Tailspin Toys (Sentinel Butte, ND)"	Mehkar	11	(701) 555-0100	(701) 555-0101	http://www.tailspintoys.com/SentinelButte	Unit 18	1240 Utjesenovic Street	2022-10-20 14:00:12.2566667
EA42BAED-E546-465A-8B31-6665025F5E17	2022-12-20 09:21:18.1200000	AB8B0938-C6D0-47D8-A841-75B0B5CFB336	15223.90	6	913.43	System Generated	2022-12-20 09:21:18.1200000	Urve Kasesalu	Malegaon	12	(319) 555-0100	(319) 555-0101	http://www.microsoft.com/	Unit 17	987 Amarendra Road	2022-12-20 09:21:18.1200000
1B17524C-FB47-4677-8646-9FBD602E2868	2022-12-27 14:39:17.0166667	B6DB1AED-BFDC-4710-9248-170548787B4A	20307.29	10	2030.73	System Generated	2022-12-27 14:39:17.0166667	Irma Auzina	Niwai	11	(205) 555-0100	(205) 555-0101	http://www.microsoft.com/	Unit 12	699 Priya Boulevard	2022-12-27 14:39:17.0166667
2DDBA916-9012-4634-A4A4-3C8C14B2D257	2024-02-02 20:05:02.1233333	68CBAC6F-8805-46E5-B8BC-AB6D317D7B28	23789.84	0	0.00	System Generated	2024-02-02 20:05:02.1233333	Ratan Poddar	Pratapgarh	7	(907) 555-0100	(907) 555-0101	http://www.microsoft.com/RatanPoddar/	Shop 16	1071 Goransson Crescent	2024-02-02 20:05:02.1233333
8AFA33A5-7209-41CD-9831-ABCFDA8104F0	2023-03-18 17:45:22.6133333	8787637D-27F9-4C80-95DE-A912C0497819	14793.46	4	591.74	System Generated	2023-03-18 17:45:22.6133333	"Wingtip Toys (Port Hueneme, CA)"	Gudur	8	(209) 555-0100	(209) 555-0101	http://www.wingtiptoys.com/PortHueneme	Shop 27	1171 Sikdar Avenue	2023-03-18 17:45:22.6133333
EA129899-442E-4292-82B8-795221BAA2C7	2023-03-26 10:07:23.0366667	CC5A1C2A-32F5-4A20-9226-1B7439676AE3	18144.19	11	1995.86	System Generated	2023-03-26 10:07:23.0366667	"Wingtip Toys (Delray, WV)"	Gurgaon	7	(304) 555-0100	(304) 555-0101	http://www.wingtiptoys.com/Delray	Suite 120	1400 Kongpaisarn Street	2023-03-26 10:07:23.0366667
83D2EA9D-1A12-4E06-B2C2-0748438CC261	2024-02-15 22:47:01.6533333	D5FDD795-C624-4815-81E9-A25E10C40D7A	21087.31	4	843.49	System Generated	2024-02-15 22:47:01.6533333	Jack Walker	Dhubri	5	(316) 555-0100	(316) 555-0101	http://www.microsoft.com/JackWalker/	Shop 3	1188 Krastins Avenue	2024-02-15 22:47:01.6533333
91EB7714-941D-4D5C-92DD-C48475BCD90D	2023-05-10 15:35:02.1700000	13E703B3-642E-40A6-A15B-482661793F5A	16607.98	3	498.24	System Generated	2023-05-10 15:35:02.1700000	"Wingtip Toys (Black Lick, PA)"	Alwar	13	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/BlackLick	Shop 64	581 Koppel Lane	2023-05-10 15:35:02.1700000
4FE8AEAA-DD6F-4306-B45F-2303790524F7	2023-01-12 11:59:18.5600000	CB67C105-1BCB-4A21-A746-BACD18275AB9	15684.22	5	784.21	System Generated	2023-01-12 11:59:18.5600000	Joel Carrillo	Navsari	5	(405) 555-0100	(405) 555-0101	http://www.microsoft.com/JoelCarrillo/	Unit 18	227 Paruchuri Boulevard	2023-01-12 11:59:18.5600000
1A16CAFD-0D92-49E7-ACF6-4FC2A1F9D0DE	2023-12-21 16:48:01.7633333	733BACE8-ED1B-41C6-BC85-85E6DFFAEEB7	15082.24	5	754.11	System Generated	2023-12-21 16:48:01.7633333	"Wingtip Toys (Silver Plume, CO)"	Begusarai	6	(303) 555-0100	(303) 555-0101	http://www.wingtiptoys.com/SilverPlume	Unit 34	1304 Hrdlickova Crescent	2023-12-21 16:48:01.7633333
F956125F-8683-4FD3-AB57-1BA08FFFCA61	2023-03-21 13:46:22.2300000	727CFE2E-BF10-449F-AE57-ADA19790F084	12541.24	5	627.06	System Generated	2023-03-21 13:46:22.2300000	"Wingtip Toys (Cowlington, OK)"	Mathura	8	(405) 555-0100	(405) 555-0101	http://www.wingtiptoys.com/Cowlington	Shop 57	521 Arslan Street	2023-03-21 13:46:22.2300000
1F29233D-D201-4DDC-B7D9-928316ABC54D	2023-05-05 16:02:02.3200000	1C75C6B8-2178-47DF-BD6D-134ADE7796A4	15800.81	4	632.03	System Generated	2023-05-05 16:02:02.3200000	David Jaramillo	Nowrozabad (Khodargama)	13	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/	Shop 12	1951 Victoria Avenue	2023-05-05 16:02:02.3200000
16507C5A-113B-4F59-9244-67294D358466	2022-11-24 11:35:16.7900000	413040C1-89AA-4F05-8CA0-84498AC13457	11461.09	8	916.89	System Generated	2022-11-24 11:35:16.7900000	"Wingtip Toys (Willow Valley, AZ)"	Palitana	8	(480) 555-0100	(480) 555-0101	http://www.wingtiptoys.com/WillowValley	Unit 294	2001 Lee Boulevard	2022-11-24 11:35:16.7900000
2884DDF0-021F-40FB-9A39-E6C3BC3E19FC	2023-03-10 09:07:23.3033333	8FBE1C39-09E8-4C5B-A7AD-64669C91397E	13127.70	4	525.11	System Generated	2023-03-10 09:07:23.3033333	Jai Lamble	Malkapur	11	(479) 555-0100	(479) 555-0101	http://www.microsoft.com/JaiLamble/	Suite 3	1957 Pena Lane	2023-03-10 09:07:23.3033333
91964C21-1EF9-4B37-828C-A1B8703DB8E2	2022-12-24 16:30:17.3866667	BB8145C1-84E7-499B-B83F-8D121FE89913	22632.27	4	905.29	System Generated	2022-12-24 16:30:17.3866667	Irma Berzina	Azamgarh	8	(458) 555-0100	(458) 555-0101	http://www.microsoft.com/	Suite 29	932 Deeptendu Crescent	2022-12-24 16:30:17.3866667
1A28BBF4-8ABE-4E54-B913-B3C8C74D5C47	2023-02-17 13:21:20.3233333	F360F4B5-C197-48A8-9C24-500A6768D22C	15508.22	10	1550.82	System Generated	2023-02-17 13:21:20.3233333	Abhra Ganguly	Vikarabad	6	(212) 555-0100	(212) 555-0101	http://www.microsoft.com/	Unit 31	1841 Marcello Crescent	2023-02-17 13:21:20.3233333
1CD046C6-9F7B-4392-8983-83BA5ECD192D	2023-05-03 01:29:58.3200000	FF1D7AB3-CF82-4740-87A0-A4002FAB4F2F	17565.14	3	526.95	System Generated	2023-05-03 01:29:58.3200000	"Wingtip Toys (Nuangola, PA)"	Satna	11	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Nuangola	Shop 258	148 Dellucci Boulevard	2023-05-03 01:29:58.3200000
69C63711-3E9F-475F-84EA-28351E245922	2023-03-04 11:16:23.2333333	0929BC02-4A4D-4718-9DA8-97614097E96D	18737.12	11	2061.08	System Generated	2023-03-04 11:16:23.2333333	"Tailspin Toys (Hiteman, IA)"	Palacole	10	(319) 555-0100	(319) 555-0101	http://www.tailspintoys.com/Hiteman	Unit 138	284 Paulet Street	2023-03-04 11:16:23.2333333
6DB4EB67-3461-4AA2-B074-5B67F28047F9	2023-01-21 11:39:19.2866667	C8A4EB6F-E2E4-4C78-BD9E-211EE9C5D473	16103.40	11	1771.37	System Generated	2023-01-21 11:39:19.2866667	Aakriti Byrraju	Revelganj	8	(216) 555-0100	(216) 555-0101	http://www.microsoft.com/AakritiByrraju/	Suite 24	1345 Jun Avenue	2023-01-21 11:39:19.2866667
C19EB268-FD24-4D27-BFBD-2217571DB0E3	2023-04-01 12:41:25.1233333	00FC7404-2DD5-4C73-BFD5-438BE4EC4E4D	15366.41	0	0.00	System Generated	2023-04-01 12:41:25.1233333	Kumar Naicker	Muddebihal	6	(262) 555-0100	(262) 555-0101	http://www.microsoft.com/KumarNaicker/	Suite 11	1012 Sidhu Street	2023-04-01 12:41:25.1233333
CAA5BDE4-A8BE-403A-B99D-6E3DB129B7DD	2024-01-18 18:38:01.9866667	8A7202E5-10CF-4A75-8438-037A13870BF7	12533.23	11	1378.66	System Generated	2024-01-18 18:38:01.9866667	"Wingtip Toys (Floriston, CA)"	Monoharpur	5	(209) 555-0100	(209) 555-0101	http://www.wingtiptoys.com/Floriston	Suite 203	229 Cao Lane	2024-01-18 18:38:01.9866667
A2D50FF5-D898-4139-8DA1-57AB85035CF5	2023-02-28 13:55:24.9866667	63EE09C5-DE55-495E-9483-6A63CDC5085A	10117.46	10	1011.75	System Generated	2023-02-28 13:55:24.9866667	Ana Florea	Narsinghgarh	12	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/AnaFlorea/	Shop 3	1898 Pokorna Boulevard	2023-02-28 13:55:24.9866667
6D88FAE8-DA71-4B0A-B1B0-B6F84B8AFCEB	2023-11-15 14:08:01.6933333	0F4DDA07-C703-4537-A8AA-4414514B992A	14351.30	1	143.51	System Generated	2023-11-15 14:08:01.6933333	"Tailspin Toys (Buell, MO)"	Sangareddy	6	(314) 555-0100	(314) 555-0101	http://www.tailspintoys.com/Buell	Shop 35	804 Nantakarn Road	2023-11-15 14:08:01.6933333
FAD602E9-EF4E-4116-A958-0A7BB22A4BCC	2023-10-25 12:14:58.2600000	FD1B9506-E61E-43D9-9A2F-2B833BC77D86	23625.12	10	2362.51	System Generated	2023-10-25 12:14:58.2600000	Matyas Sedlar	Bheemunipatnam	7	(270) 555-0100	(270) 555-0101	http://www.microsoft.com/MatyasSedlar/	Shop 31	603 Nechita Road	2023-10-25 12:14:58.2600000
E0B95681-6669-41B4-AD8C-3BFF8DABF5FB	2022-12-02 15:52:18.3866667	647B917A-7289-4AB7-82E6-A5F5C90AF980	20549.25	0	0.00	System Generated	2022-12-02 15:52:18.3866667	Nguyen Banh	Balurghat	8	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/	Unit 7	1885 William Boulevard	2022-12-02 15:52:18.3866667
78A73E5F-12AC-4F73-A790-689FB132CE54	2022-10-31 13:13:14.4700000	9FDA596D-3755-4ADF-AA81-5E64F4CD02E7	23820.01	0	0.00	System Generated	2022-10-31 13:13:14.4700000	Hoc Tran	Tirora	6	(339) 555-0100	(339) 555-0101	http://www.microsoft.com/HocTran/	Shop 19	1634 Sen Street	2022-10-31 13:13:14.4700000
9F75AD99-EAEA-410A-A1B8-E2144CCAE181	2022-10-28 15:51:14.7700000	6E77A528-B77B-4AE3-9949-A5B81F6C2A0E	10753.63	2	215.07	System Generated	2022-10-28 15:51:14.7700000	Eric Torres	Sanduru	7	(307) 555-0100	(307) 555-0101	http://www.microsoft.com/EricTorres/	Unit 26	1772 Allu Street	2022-10-28 15:51:14.7700000
C3BEC38E-DB68-4AF8-A654-67330D2E247F	2023-04-05 13:16:25.1366667	8A002B19-A678-431B-99E5-273FB464E766	21343.06	7	1494.01	System Generated	2023-04-05 13:16:25.1366667	Adrian Lindqvist	Raayachuru	6	(701) 555-0100	(701) 555-0101	http://www.microsoft.com/	Suite 8	27 Ngoc Road	2023-04-05 13:16:25.1366667
C8B448ED-A81A-411E-862C-97A6A3192FF1	2023-05-24 15:03:02.0966667	71EB35D3-77AC-404E-9360-B47B245D6525	21807.03	8	1744.56	System Generated	2023-05-24 15:03:02.0966667	"Wingtip Toys (Cale, AR)"	Vijayapura	8	(479) 555-0100	(479) 555-0101	http://www.wingtiptoys.com/Cale	Unit 12	1235 Oh Crescent	2023-05-24 15:03:02.0966667
A9E7C2C1-3842-4BCC-9650-3E89989BE09C	2023-03-21 10:17:22.1633333	320287C4-9082-44B9-B994-7EE033708032	23980.85	3	719.43	System Generated	2023-03-21 10:17:22.1633333	"Wingtip Toys (Plaquemine, LA)"	Fatehpur Sikri	10	(225) 555-0100	(225) 555-0101	http://www.wingtiptoys.com/Plaquemine	Shop 79	384 Yadav Boulevard	2023-03-21 10:17:22.1633333
D8FA25C3-6494-4F56-A05C-2D7B41C70A62	2023-04-26 09:23:29.7933333	3F2DFB5E-3038-4403-BE7D-94335EDE239C	17759.22	9	1598.33	System Generated	2023-04-26 09:23:29.7933333	"Tailspin Toys (Placer, OR)"	Safidon	9	(458) 555-0100	(458) 555-0101	http://www.tailspintoys.com/Placer	Unit 222	1151 De Boulevard	2023-04-26 09:23:29.7933333
C0D7EC87-E336-4473-95FC-674023781895	2022-11-05 09:38:14.9933333	2AD8A4D8-31F8-40DF-B0EC-546E11D81645	13821.79	10	1382.18	System Generated	2022-11-05 09:38:14.9933333	"Tailspin Toys (Mount Montgomery, NV)"	Palai	14	(702) 555-0100	(702) 555-0101	http://www.tailspintoys.com/MountMontgomery	Shop 284	1909 Cosic Crescent	2022-11-05 09:38:14.9933333
5E28B977-22D7-4373-91B0-4775CF65088A	2022-10-14 11:20:25.6900000	A5AED485-42FE-4BC9-BD88-088728409F4E	18189.05	0	0.00	System Generated	2022-10-14 11:20:25.6900000	"Tailspin Toys (Lake Hughes, CA)"	PurqUrban Agglomerationzi	11	(209) 555-0100	(209) 555-0101	http://www.tailspintoys.com/LakeHughes	Unit 91	1371 Saarijarvi Avenue	2022-10-14 11:20:25.6900000
66C06FCB-D386-46A1-9F8C-EC6D3EF1576A	2023-02-10 09:03:20.7000000	73E2A488-ADC1-494C-A466-4B12F1533FE8	10309.86	3	309.30	System Generated	2023-02-10 09:03:20.7000000	Irma Auzina	Mariani	13	(205) 555-0100	(205) 555-0101	http://www.microsoft.com/	Unit 12	699 Priya Boulevard	2023-02-10 09:03:20.7000000
97A5DC53-D82D-4CC5-A927-CFDD7EFE3315	2023-05-26 21:33:02.4733333	5139D7FA-A99E-46E1-9F56-1966CF71CD53	24945.87	0	0.00	System Generated	2023-05-26 21:33:02.4733333	"Wingtip Toys (Lucasville, OH)"	Nilanga	6	(216) 555-0100	(216) 555-0101	http://www.wingtiptoys.com/Lucasville	Unit 47	857 Bose Avenue	2023-05-26 21:33:02.4733333
A05F58AF-4963-4C14-8E95-2F5E756056BD	2023-05-22 15:18:02.8333333	6CAF8E6A-B085-41AF-A07C-62A481DF7997	21968.28	11	2416.51	System Generated	2023-05-22 15:18:02.8333333	"Wingtip Toys (Accomac, VA)"	Reoti	6	(276) 555-0100	(276) 555-0101	http://www.wingtiptoys.com/Accomac	Shop 65	1268 Gonzales Road	2023-05-22 15:18:02.8333333
B9AE0975-03C4-4028-B278-8F7C1CFB13EC	2023-03-14 12:56:22.3366667	19531D27-4E3B-4618-BBFF-37E0ED415812	11670.11	3	350.10	System Generated	2023-03-14 12:56:22.3366667	"Wingtip Toys (Valhalla, NC)"	Bhopal	9	(252) 555-0100	(252) 555-0101	http://www.wingtiptoys.com/Valhalla	Suite 66	1127 Vosnik Road	2023-03-14 12:56:22.3366667
4D921FD4-DD58-476E-B79F-EB70888021B1	2023-04-29 18:01:29.8000000	CAED42B3-571F-4BC3-827F-57BF95CD4EB6	20544.85	1	205.45	System Generated	2023-04-29 18:01:29.8000000	"Tailspin Toys (Madaket, MA)"	Muddebihal	12	(339) 555-0100	(339) 555-0101	http://www.tailspintoys.com/Madaket	Suite 2	1052 Hoa Lane	2023-04-29 18:01:29.8000000
89A63892-C91C-4381-BDF4-2E8EE1996C3E	2023-04-23 16:10:29.5066667	1EA4EED8-C60C-49F8-8554-3CD3462A709B	22020.23	6	1321.21	System Generated	2023-04-23 16:10:29.5066667	Knut Svensson	Bhubaneswar	5	(201) 555-0100	(201) 555-0101	http://www.microsoft.com/KnutSvensson/	Unit 30	305 Lepp Street	2023-04-23 16:10:29.5066667
806CC3FA-EC16-4FFD-AF42-D86646529688	2024-02-15 17:24:01.6533333	E129EED4-B886-43FB-9AF4-80D3A12F25F5	22536.60	3	676.10	System Generated	2024-02-15 17:24:01.6533333	"Wingtip Toys (Sarversville, PA)"	Sidhi	9	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Sarversville	Shop 55	64 Jaramillo Avenue	2024-02-15 17:24:01.6533333
9628807B-D35A-44DA-9CD2-8D5FBE895796	2024-02-10 17:35:10.2900000	3045ABB6-AAA8-4C69-A145-7AFA9D2ADA40	12620.65	6	757.24	System Generated	2024-02-10 17:35:10.2900000	"Wingtip Toys (Trout Run, PA)"	Vizianagaram	10	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/TroutRun	Unit 190	787 Sarkar Street	2024-02-10 17:35:10.2900000
2E9C0011-E47F-4411-90BE-091BB80F7128	2024-01-04 17:08:36.9000000	B927353B-0675-4D0F-86A8-2AF0A26F5835	24228.18	7	1695.97	System Generated	2024-01-04 17:08:36.9000000	Ebru Erdogan	Uravakonda	7	(405) 555-0100	(405) 555-0101	http://www.microsoft.com/EbruErdogan/	Shop 18	1528 Dikshit Crescent	2024-01-04 17:08:36.9000000
EE623FDD-D635-4788-918B-348CA42C1547	2022-11-01 14:52:31.9000000	A327A649-A70E-4627-8281-91B485979F37	20836.77	2	416.74	System Generated	2022-11-01 14:52:31.9000000	Hana Hlouskova	Nanpara	14	(505) 555-0100	(505) 555-0101	http://www.microsoft.com/HanaHlouskova/	Suite 10	1826 Semjonov Boulevard	2022-11-01 14:52:31.9000000
5EE39466-EA63-4830-B0F1-C1BB875D4A90	2023-03-05 10:32:22.1000000	DE56D207-D1FD-45F6-81A4-A6DA06CC649D	14379.71	11	1581.77	System Generated	2023-03-05 10:32:22.1000000	"Tailspin Toys (Cortaro, AZ)"	Raigarh	13	(480) 555-0100	(480) 555-0101	http://www.tailspintoys.com/Cortaro	Suite 231	1809 Ioveanu Lane	2023-03-05 10:32:22.1000000
7EF1D3E7-FB1B-49F7-8874-F704D6D2E8FB	2023-05-05 19:33:02.3266667	7093BDF6-0B88-4F58-9721-4584B1685996	14568.16	10	1456.82	System Generated	2023-05-05 19:33:02.3266667	"Wingtip Toys (Valhalla, NC)"	Lalgudi	12	(252) 555-0100	(252) 555-0101	http://www.wingtiptoys.com/Valhalla	Suite 66	1127 Vosnik Road	2023-05-05 19:33:02.3266667
BB16F8A7-59FA-47EF-9B47-CB52409416F7	2023-03-27 14:47:23.0133333	E9563AE5-E2E9-440E-9219-278A05B980DE	11139.12	8	891.13	System Generated	2023-03-27 14:47:23.0133333	"Wingtip Toys (Grabill, IN)"	Rewa	5	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Grabill	Suite 187	1015 Chowdary Boulevard	2023-03-27 14:47:23.0133333
4186259A-64F6-4DB2-AC73-D080ED235C87	2024-01-31 20:32:01.9600000	61901287-2B36-44E0-94AE-A0B14FEB24EF	22868.84	0	0.00	System Generated	2024-01-31 20:32:01.9600000	Anna Gyarmathi	Thrissur	11	(252) 555-0100	(252) 555-0101	http://www.microsoft.com/AnnaGyarmathi/	Suite 15	809 Alva Boulevard	2024-01-31 20:32:01.9600000
12F8D215-88CF-45BC-82C4-70831600170C	2023-11-04 13:58:36.2200000	B3FB8F2D-7504-4570-AF65-4A26F130027E	20632.87	0	0.00	System Generated	2023-11-04 13:58:36.2200000	"Tailspin Toys (New Baden, IL)"	Arsikere	6	(217) 555-0100	(217) 555-0101	http://www.tailspintoys.com/NewBaden	Unit 7	98 Cetinkaya Street	2023-11-04 13:58:36.2200000
69523821-282B-40FF-A426-682B8806081B	2023-11-20 13:14:01.4666667	659B8913-C13C-4DED-9D16-5AD3069A1428	19725.41	2	394.51	System Generated	2023-11-20 13:14:01.4666667	Cuc Du	Warhapur	9	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/	Shop 7	1605 Amornrat Street	2023-11-20 13:14:01.4666667
5156C0D3-2063-40AB-8D37-8CA5850F9320	2024-02-20 14:51:02.1366667	5CFC1FB7-FE75-4EDD-8EC9-B4FEEA27F05A	10663.91	2	213.28	System Generated	2024-02-20 14:51:02.1366667	"Tailspin Toys (Olivette, MO)"	Tumsar	8	(314) 555-0100	(314) 555-0101	http://www.tailspintoys.com/Olivette	Suite 262	1638 Couet Street	2024-02-20 14:51:02.1366667
C0EC2A8F-4B7F-4B9E-B38A-24E75660CB8E	2023-03-13 10:27:21.8500000	5F187143-C2A4-4A19-9D5C-3CBA3B329859	20813.19	9	1873.19	System Generated	2023-03-13 10:27:21.8500000	Sercan Celik	Srikalahasti	14	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/SercanCelik/	Shop 23	802 Mokkapati Road	2023-03-13 10:27:21.8500000
E1D9873B-8CDE-4E2E-9D31-23EBFECF471C	2023-11-24 18:30:16.9800000	DCA74F38-3A8B-4A71-9B86-35EB85D13A94	24322.99	11	2675.53	System Generated	2023-11-24 18:30:16.9800000	"Tailspin Toys (Ortley Beach, NJ)"	Wadgaon Road	7	(201) 555-0100	(201) 555-0101	http://www.tailspintoys.com/OrtleyBeach	Shop 83	834 Mookjai Avenue	2023-11-24 18:30:16.9800000
043A8769-EEA2-4339-88B2-A3FB4AF7FA29	2023-04-09 10:30:25.5000000	762B0B63-F752-4C0F-B898-110C424F57AA	11433.61	1	114.34	System Generated	2023-04-09 10:30:25.5000000	"Tailspin Toys (Biscay, MN)"	Srisailam Project (Right Flank Colony) Township	5	(218) 555-0100	(218) 555-0101	http://www.tailspintoys.com/Biscay	Suite 67	413 Keskkula Lane	2023-04-09 10:30:25.5000000
07C37480-D71C-490E-BB91-C68B4E9984A6	2022-10-27 09:32:16.0900000	9030BC71-21FF-47C1-85CE-CEBF938E45CB	20330.39	4	813.22	System Generated	2022-10-27 09:32:16.0900000	Daniela Lo Duca	Unjha	5	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/	Unit 29	654 Hanita Boulevard	2022-10-27 09:32:16.0900000
ABF9EAA1-BF07-4C25-B358-22D2FD36C50E	2022-11-02 13:35:16.1400000	A7914132-FFFB-4741-848A-029477A76ED4	10218.17	0	0.00	System Generated	2022-11-02 13:35:16.1400000	Gadhar Das	Thiruvananthapuram	5	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/	Suite 25	1122 Constanza Street	2022-11-02 13:35:16.1400000
7142D19E-85AB-4B7B-99CC-684F3B503318	2023-01-12 18:38:18.5066667	431238A7-5178-4079-8863-B97E7686D1B5	20781.57	9	1870.34	System Generated	2023-01-12 18:38:18.5066667	Mahavir Sonkar	Thirumangalam	13	(505) 555-0100	(505) 555-0101	http://www.microsoft.com/MahavirSonkar/	Unit 7	732 Petrov Avenue	2023-01-12 18:38:18.5066667
7174ADE3-3B7E-43A7-98AD-00B4E9B75A8E	2022-11-19 11:14:17.8600000	252C2089-D32E-4127-BCAF-53ADE3515462	11401.48	5	570.07	System Generated	2022-11-19 11:14:17.8600000	Veronika Svancarova	Silchar	5	(304) 555-0100	(304) 555-0101	http://www.microsoft.com/	Shop 14	68 Parsa Crescent	2022-11-19 11:14:17.8600000
77CE7B5E-D0B7-4EB3-873A-F60AAB06850C	2024-01-17 18:25:01.4066667	8D7ECFE1-B474-4F2A-9967-6B67A3A8DF03	17100.37	5	855.02	System Generated	2024-01-17 18:25:01.4066667	"Wingtip Toys (Nuangola, PA)"	Memari	5	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Nuangola	Shop 258	148 Dellucci Boulevard	2024-01-17 18:25:01.4066667
F0E79EDD-CC54-46F7-9AD3-2D0DFF9870B3	2022-12-04 16:11:17.8833333	85EFAF29-E6B5-4DAC-BCA3-33A6E3342432	18288.05	4	731.52	System Generated	2022-12-04 16:11:17.8833333	Kanchana Dutta	Tekkalakote	12	(907) 555-0100	(907) 555-0101	http://www.microsoft.com/	Shop 26	1483 Hubert Crescent	2022-12-04 16:11:17.8833333
4C689E9A-97DD-472B-A9BB-43901A3D127A	2023-01-24 17:45:17.6200000	0FB9B9A0-2A02-422D-986E-9BCABBCDC046	24534.96	4	981.40	System Generated	2023-01-24 17:45:17.6200000	Liia Orav	Margao	9	(252) 555-0100	(252) 555-0101	http://www.microsoft.com/LiiaOrav/	Unit 16	1077 Gunes Boulevard	2023-01-24 17:45:17.6200000
B96066BA-4C1E-4F90-BBA7-462DDA8B76C6	2024-02-06 21:32:01.6066667	6ECFB96D-C97D-4408-9F22-87873C3757AE	22463.28	8	1797.06	System Generated	2024-02-06 21:32:01.6066667	Volkan senturk	Sonepur	9	(276) 555-0100	(276) 555-0101	http://www.microsoft.com/Volkansenturk/	Suite 27	283 Berzins Avenue	2024-02-06 21:32:01.6066667
40FC9539-8366-4AD7-961E-9CC88397B5A7	2023-04-26 16:25:29.5533333	F107301D-54AA-49F2-A8E2-04009759BA33	11406.38	7	798.45	System Generated	2023-04-26 16:25:29.5533333	"Tailspin Toys (Statenville, GA)"	Sirsa	12	(229) 555-0100	(229) 555-0101	http://www.tailspintoys.com/Statenville	Shop 44	974 Javan Avenue	2023-04-26 16:25:29.5533333
642D2DA1-CBD6-4C1E-9B93-9C4EA4ABCC63	2022-10-19 12:07:11.1166667	E7BABDF6-D955-4C4A-BD7D-A5E562FB800B	10506.60	4	420.26	System Generated	2022-10-19 12:07:11.1166667	"Tailspin Toys (Ikatan, AK)"	Tundla	14	(907) 555-0100	(907) 555-0101	http://www.tailspintoys.com/Ikatan	Unit 300	1467 Chang Lane	2022-10-19 12:07:11.1166667
