ShipmentNo	Ord	ShipmentDate	Amount	ExpectedDeliveryDays	CreatedBy	VehicleNo	EnteredOn	Name	Pnumber	Line1	Line2
B6D7DB43-44C8-4E31-94D7-DEE453A96580	C9125F09-7933-47D9-864B-D0BDD78EA1DA	2023-03-04 17:15:21.6700000	10514.10	6	System Generated	DBB-0060	2023-03-04 17:15:21.6700000	Eva Schulteisz	(252) 555-0100	Shop 11	1783 Escobar Crescent
22A23E92-2997-4B87-A52B-2A24FF14DF4F	6CC8A8F9-A25F-437C-A22D-E81351DC8034	2023-03-04 18:13:21.7000000	12450.71	3	System Generated	ECD-0070	2023-03-04 18:13:21.7000000	"Tailspin Toys (South La Paloma, TX)"	(210) 555-0100	Shop 2	1377 Tirlea Avenue
DCC7417D-D2DC-4828-9044-5947C8F59D66	57941146-A8E3-420D-A19B-E8A543FCDA3E	2023-03-04 11:38:21.7133333	11516.15	4	System Generated	DDB-0009	2023-03-04 11:38:21.7133333	Agrita Abele	(206) 555-0100	Shop 12	652 Victoria Lane
4D8B5137-8EF4-4EE7-BA9A-9E6F60004399	9A1D6DF8-312A-4F59-9090-E96BA00B7B8D	2023-03-04 09:28:21.7600000	12672.14	7	System Generated	BCE-0041	2023-03-04 09:28:21.7600000	Alinne Matos	(229) 555-0100	Suite 6	244 Lieu Crescent
5E4BCCCD-15AD-48AA-85D5-52068AEC6ADD	34722C4F-8EA8-48F6-9318-E9F946BEA27B	2023-03-04 14:33:21.8033333	15411.84	4	System Generated	BDD-0053	2023-03-04 14:33:21.8033333	"Wingtip Toys (Caton, NY)"	(212) 555-0100	Unit 122	1187 Baruah Crescent
0C97C12A-E1DB-40BB-A28D-F655C37D6851	AB88260E-E23B-414F-9347-EB8903E1F06F	2023-03-04 13:04:21.8166667	15501.90	3	System Generated	ECE-0085	2023-03-04 13:04:21.8166667	Chandana Shasthri	(803) 555-0100	Unit 8	813 Seleznyov Avenue
22757F03-874D-48D0-ACAD-600829473A45	DA015C09-B624-4889-855C-8D4124DEEAE5	2023-03-05 09:38:21.1166667	13151.79	4	System Generated	EAB-0051	2023-03-05 09:38:21.1166667	Sara Walkky	(303) 555-0100	Shop 29	934 Borgen Street
2467C838-17A6-46AC-A216-5620B2C70190	206A2DF1-2A6B-488A-B6B6-953FDB0AE41D	2023-03-05 08:42:21.1333333	22455.44	6	System Generated	BCE-0095	2023-03-05 08:42:21.1333333	Sara Walkky	(303) 555-0100	Shop 29	934 Borgen Street
A36B7F73-FEFD-42D7-B1A6-B68045E8C169	EEB66423-DF4D-44BA-8008-383C61894F24	2023-03-07 11:13:20.8633333	21342.76	5	System Generated	ACB-0025	2023-03-07 11:13:20.8633333	"Tailspin Toys (Goffstown, NH)"	(603) 555-0100	Unit 166	1822 Gruber Lane
53DE4098-A967-4013-85A1-08E8F4307176	7E4C54A4-02A5-44D4-A0A1-5682640A082D	2023-03-07 16:09:20.9066667	21712.46	3	System Generated	CAE-0020	2023-03-07 16:09:20.9066667	"Tailspin Toys (South Euclid, OH)"	(216) 555-0100	Unit 31	862 Tomek Avenue
C8C124CE-7CCC-400B-B0A6-E3B3DFAE9362	65CE6743-4D29-484A-9558-5FA8F8F1F392	2023-03-07 09:13:20.9466667	12718.95	7	System Generated	AAC-0090	2023-03-07 09:13:20.9466667	"Wingtip Toys (Idaho City, ID)"	(208) 555-0100	Shop 259	1817 Abola Lane
01699EF1-4DD3-4376-A5D3-26C9B00088FB	49E80CD5-9F3F-4F46-B0DE-A3A10E878026	2023-03-07 16:57:21.0266667	19745.98	4	System Generated	AEA-0013	2023-03-07 16:57:21.0266667	"Wingtip Toys (Morrison Bluff, AR)"	(479) 555-0100	Shop 284	645 Khalsa Boulevard
646EBB82-7C96-46A8-830E-117064FA005D	FC5FFCFB-5A77-4D19-9F55-15C3A32F4A43	2023-03-10 18:19:21.9600000	16485.41	6	System Generated	DBA-0057	2023-03-10 18:19:21.9600000	Salamans Karklins	(458) 555-0100	Shop 28	1933 Akanksha Road
564EF393-F9D9-4620-8902-AD897C13ADE7	17760E35-7E69-4D6F-8C41-2A59807D88DA	2023-03-10 14:48:21.9900000	15591.07	4	System Generated	AAA-0010	2023-03-10 14:48:21.9900000	"Wingtip Toys (Helotes, TX)"	(210) 555-0100	Unit 237	1534 Milano Lane
B1215247-BA52-45D4-A0F9-BDFB429B1884	5CBE4CF1-24B7-4072-9A7E-C2FA8E7A7A43	2023-03-13 12:01:21.0533333	21304.43	7	System Generated	DDB-0068	2023-03-13 12:01:21.0533333	"Wingtip Toys (Lostine, OR)"	(458) 555-0100	Shop 82	931 Mitra Lane
23818E99-CFF8-4F5C-BB33-3F7B49855EE9	2FC54163-A363-4069-B476-0375BA7DBB11	2023-05-03 22:08:01.8900000	19660.33	5	System Generated	DAE-0016	2023-05-03 22:08:01.8900000	"Tailspin Toys (Railroad, PA)"	(215) 555-0100	Suite 158	1032 Duperre Street
E3FFE879-60A3-4C69-9088-D67F5E91849B	D283AE78-6529-4739-AE35-05AFB87E0A14	2023-05-03 15:59:01.8966667	21526.67	4	System Generated	AAA-0091	2023-05-03 15:59:01.8966667	"Tailspin Toys (Orchard Hill, GA)"	(229) 555-0100	Suite 169	946 Reddy Street
6AE1CCCA-5EA1-4488-A251-6DB2FB9C3FC3	2DDCB1D5-D63F-4661-8815-12713C2001C0	2023-05-03 22:24:01.9033333	17073.42	6	System Generated	DAE-0094	2023-05-03 22:24:01.9033333	"Tailspin Toys (Kwethluk, AK)"	(907) 555-0100	Shop 162	486 Spirlea Avenue
6D79345C-5747-4D8E-A58E-B5885FBC7EB7	1C75C6B8-2178-47DF-BD6D-134ADE7796A4	2023-05-03 18:28:01.9100000	13553.05	6	System Generated	ACA-0093	2023-05-03 18:28:01.9100000	Adrian Andreasson	(217) 555-0100	Unit 21	837 Walker Road
879B08EF-94CC-4673-9763-28201485BA22	962A6B9B-3F00-4B09-ACE1-21AC56E20E9E	2023-05-03 14:09:01.9133333	23214.82	6	System Generated	CBE-0008	2023-05-03 14:09:01.9133333	"Wingtip Toys (Bell Acres, PA)"	(215) 555-0100	Suite 8	1761 Nastase Avenue
41395AE8-10F7-4F6A-BAB1-5639C010912E	7043ED26-E67A-4D90-A5D7-2D9FD2E83302	2023-05-08 21:00:01.8800000	15726.03	5	System Generated	BEC-0079	2023-05-08 21:00:01.8800000	Madhu Dwivedi	(802) 555-0100	Shop 5	1808 Sagese Crescent
50D4E579-8318-4F83-8518-8A5E60889ECF	84458270-576A-4B7B-B529-616A684DDFC5	2023-05-08 13:08:01.8866667	18180.14	5	System Generated	CDB-0039	2023-05-08 13:08:01.8866667	"Wingtip Toys (Munich, ND)"	(701) 555-0100	Shop 283	1167 Thota Street
36CDF062-A13F-43E6-9C5C-92D0F36595D9	2E48E380-AD11-4442-B03B-6CB06076760D	2023-05-08 15:02:01.8933333	22529.10	3	System Generated	ACD-0072	2023-05-08 15:02:01.8933333	"Wingtip Toys (Lytle, TX)"	(210) 555-0100	Unit 95	882 Bhuiyan Crescent
32CE46F3-A65E-4750-8ABA-04A08899990E	686F5414-EBA3-4DEC-A3F7-743E1F1063A3	2023-05-08 22:22:01.8966667	23446.51	7	System Generated	ECB-0038	2023-05-08 22:22:01.8966667	Jibek Juniskyzy	(217) 555-0100	Shop 23	80 Hudson Boulevard
C05F3E80-30EE-4978-B31A-84DC1C3D1EC5	6BE01B28-E2D8-4A28-B935-7F4AE73268D3	2023-05-08 13:21:01.9000000	19145.12	4	System Generated	BED-0064	2023-05-08 13:21:01.9000000	"Wingtip Toys (Hollandsburg, IN)"	(219) 555-0100	Unit 234	1014 Shuler Avenue
CD44E344-584A-48AA-AAC2-A611240AE028	6904D5E7-48AA-4A81-831F-8290782BCFE5	2023-05-08 14:50:01.9066667	13742.11	7	System Generated	DCE-0055	2023-05-08 14:50:01.9066667	Tomo Vidovic	(207) 555-0100	Shop 14	296 Anima Boulevard
2B8681D7-D8A9-429C-AE72-FE5459FAE1FD	9DD45379-B8CF-44F2-9E75-A2110193648E	2023-05-03 03:00:57.9200000	19843.52	4	System Generated	DAA-0070	2023-05-03 03:00:57.9200000	"Tailspin Toys (Rockwall, TX)"	(210) 555-0100	Unit 211	1492 Lanctot Crescent
AF1200EE-EC86-41B5-AC15-51829BE90F63	D0C7E291-6A6D-4466-8DD4-A2C99CCC7970	2023-05-02 21:48:57.9233333	16856.90	4	System Generated	EBA-0075	2023-05-02 21:48:57.9233333	Risto Lepmets	(262) 555-0100	Shop 13	1402 Irene Street
FD884274-E99C-49C4-811C-BA0B31494F61	C39E5A3F-5C34-4342-A42F-A2D9B4EE952E	2023-05-02 20:33:57.9266667	18259.27	3	System Generated	ECA-0011	2023-05-02 20:33:57.9266667	Inna Kask	(406) 555-0100	Unit 29	1206 Dana Avenue
43380D31-07BF-401A-8487-4BF4CAC0E763	B2AA3806-49C9-4D71-A5E5-8DCFF2BC09D6	2023-05-08 20:22:01.9100000	14814.13	3	System Generated	CBD-0033	2023-05-08 20:22:01.9100000	Gadhar Das	(217) 555-0100	Suite 25	1122 Constanza Street
727949CB-FEBB-4A6F-ADDA-889B24BB0FC2	467F36ED-3EEB-439E-BEA8-A39AEF897FE3	2023-05-08 13:41:01.9133333	11558.42	5	System Generated	AEC-0021	2023-05-08 13:41:01.9133333	"Wingtip Toys (Glen Ullin, ND)"	(701) 555-0100	Unit 91	710 Barbosa Lane
58ED3282-8902-4743-9BD2-1C153F45037C	8CEE344E-45DC-4849-951E-A4833F8DC1A6	2023-05-08 22:40:01.9200000	18819.54	7	System Generated	BAE-0055	2023-05-08 22:40:01.9200000	"Tailspin Toys (Tunnelhill, PA)"	(215) 555-0100	Shop 6	301 Nechita Avenue
9F70BAB8-DC6A-46FD-BFF6-3053E7F3BCE4	EF2E3B30-DEF9-4CD4-9DE4-A593370F8688	2023-05-08 15:04:01.9266667	11765.07	3	System Generated	DDD-0033	2023-05-08 15:04:01.9266667	"Tailspin Toys (Sentinel Butte, ND)"	(701) 555-0100	Unit 18	1240 Utjesenovic Street
CBF8DA8D-8B56-47A8-A01C-F304785B9CF3	76DEAECE-8719-4347-AED4-A5BEDFFF9506	2023-05-08 19:46:01.9366667	23703.70	7	System Generated	EEC-0047	2023-05-08 19:46:01.9366667	Stefan Selezeanu	(212) 555-0100	Unit 2	1683 Zala Avenue
89CAB9B1-7E9A-4139-8B08-1179F7371FD1	79C565B2-5C52-4A17-8580-A5EEF2DBACE9	2023-05-08 19:27:01.9400000	24663.79	6	System Generated	ABB-0089	2023-05-08 19:27:01.9400000	"Wingtip Toys (Amado, AZ)"	(480) 555-0100	Unit 175	593 Mokkapati Road
F786EE50-E8B4-41B1-8920-27B5DD281200	F4E21D09-1DA2-430E-94D7-A64676E3B502	2023-05-08 17:38:01.9466667	19367.76	3	System Generated	BAB-0025	2023-05-08 17:38:01.9466667	"Wingtip Toys (Mahaffey, PA)"	(215) 555-0100	Shop 93	1947 ozCelik Road
6059C162-2572-4B1B-BD5C-AE1E6A69A3CD	20CA75F3-1D2E-4A52-B2C5-A74A6C93A06D	2023-05-08 16:26:01.9533333	24414.62	4	System Generated	DAA-0023	2023-05-08 16:26:01.9533333	"Tailspin Toys (Frankewing, TN)"	(423) 555-0100	Shop 27	904 Kellnerova Street
5AFBF59D-9D34-4B62-B0C8-76913961BA27	8F8CD3A7-AC92-4223-99BD-A843B72DC068	2023-05-08 16:30:01.9566667	13978.64	6	System Generated	ADC-0097	2023-05-08 16:30:01.9566667	"Wingtip Toys (Schererville, IN)"	(219) 555-0100	Unit 147	147 Hadrabova Street
0D2D9D51-1C9C-4937-A101-C870759C431A	1FA03513-E0C6-4ED3-8562-A8A7AAF48C88	2023-05-08 20:52:01.9600000	22981.16	5	System Generated	CCC-0062	2023-05-08 20:52:01.9600000	Nicolo Cattaneo	(212) 555-0100	Unit 22	1126 Chakraborty Crescent
536A25CD-F1EF-4B12-9BF2-170636A6B223	2320FA0B-DE9B-4FEE-9F82-AC575658EBEA	2023-05-08 17:31:01.9666667	20118.22	6	System Generated	CCB-0092	2023-05-08 17:31:01.9666667	Kristi Part	(702) 555-0100	Unit 26	348 Putkonen Avenue
1ED27E8A-BEB2-479E-82AE-365865418F51	2397D9D0-1E5E-4F60-B5DB-ADA971853026	2023-05-08 21:59:01.9700000	19513.03	5	System Generated	EAB-0006	2023-05-08 21:59:01.9700000	Andris Saulitis	(210) 555-0100	Unit 28	370 Rallapalli Street
243B4E5B-61CC-4201-A546-29A9FA75AFC3	C79BFF17-6C12-4AFB-8B05-0364995BD6A0	2023-05-10 16:17:01.7033333	16410.51	7	System Generated	ECB-0031	2023-05-10 16:17:01.7033333	"Wingtip Toys (Omer, MI)"	(231) 555-0100	Shop 261	1855 Mitra Avenue
E40E8E9C-AD0C-4EC8-B8A0-85F9144A6F4D	73BD76AB-C652-4C2A-9C3A-27D292E9E83A	2023-05-10 18:36:01.7100000	24729.80	5	System Generated	DCD-0046	2023-05-10 18:36:01.7100000	Hanita Nookala	(225) 555-0100	Shop 27	835 Kamala Lane
5E1EFEA2-73E8-4681-84EE-7563F41CC5DB	1E3CCDE4-105F-4CFE-9848-997533275A13	2023-05-10 13:24:01.7133333	24749.15	5	System Generated	BAC-0039	2023-05-10 13:24:01.7133333	"Tailspin Toys (Hambleton, WV)"	(304) 555-0100	Unit 257	1715 Samaniego Street
12753586-E924-40DE-ABD9-EB0A1FEF0192	181380B2-F0A8-41E8-97F7-ADE24150C0A4	2023-05-10 20:55:01.7166667	11920.01	7	System Generated	BAC-0025	2023-05-10 20:55:01.7166667	"Tailspin Toys (Alstead, NH)"	(603) 555-0100	Suite 50	520 Walkky Boulevard
9ECDD440-0BBF-4D5E-8117-98BE3FDD1169	266E7CDA-3963-481B-9F95-B03734D89B3A	2023-05-10 19:20:01.7200000	11260.81	3	System Generated	CBE-0031	2023-05-10 19:20:01.7200000	"Tailspin Toys (Andrix, CO)"	(303) 555-0100	Shop 173	1155 Antunes Crescent
855BCE75-598B-4074-95A0-99A3311592F0	43B220D1-4F2F-4D17-862B-B1A7E0948E50	2023-05-10 16:02:01.7233333	13966.68	4	System Generated	ACB-0067	2023-05-10 16:02:01.7233333	Kamila Michnova	(210) 555-0100	Unit 19	729 Van Lier Street
C57C71F8-F85E-4CFA-AF33-F1521C186471	A31CBF0F-FE16-43E5-97EF-B253EE1CF7CE	2023-05-10 20:00:01.7300000	22851.43	6	System Generated	CDE-0073	2023-05-10 20:00:01.7300000	"Wingtip Toys (Rich Creek, VA)"	(276) 555-0100	Suite 238	727 Yavuz Street
76FAF904-31F1-4BD5-A1F3-0C8F5F5AA835	45108582-E879-48CE-9CED-B45074056C26	2023-05-10 21:59:01.7333333	21674.47	4	System Generated	BAB-0066	2023-05-10 21:59:01.7333333	Linh Dao	(228) 555-0100	Shop 4	1407 Kommineni Street
D0F0ED55-9AFA-40D1-A62F-E842D319677E	EB1E62BE-3344-448F-9889-B4DF6F8D2E22	2023-05-10 21:40:01.7366667	10343.23	4	System Generated	CDD-0027	2023-05-10 21:40:01.7366667	Promita Chattopadhyay	(262) 555-0100	Shop 18	688 Julia Crescent
561B4D58-D27B-4C9D-BE38-161C73CCFA38	5F44CC5E-203D-4800-8422-B58AC917C990	2023-05-10 21:54:01.7400000	12821.98	6	System Generated	CEE-0086	2023-05-10 21:54:01.7400000	Jackson Kolios	(209) 555-0100	Shop 21	1567 Couet Road
1F4A1A66-3D6A-42F9-A78F-35FFACE666F7	C97DBF55-2448-4998-B91E-B5B729AFF0C7	2023-05-10 21:53:01.7433333	23610.63	5	System Generated	ECD-0034	2023-05-10 21:53:01.7433333	Giovanna Loggia	(239) 555-0100	Suite 26	42 Gaurav Boulevard
D1D37EEB-7D7E-4868-A030-0B0B728BEE94	0FE358EF-12A9-4A23-B41F-BA513F84AE98	2023-05-10 17:34:01.7466667	17231.37	6	System Generated	CCE-0074	2023-05-10 17:34:01.7466667	"Wingtip Toys (Helotes, TX)"	(210) 555-0100	Unit 237	1534 Milano Lane
54B5246A-3CC2-4792-A4E6-08AFB25C94EE	7BD8B3B0-9624-4FC9-9F09-BC324C4C2DBB	2023-05-10 13:23:01.7500000	21961.72	6	System Generated	ABE-0082	2023-05-10 13:23:01.7500000	Om Yadav	(262) 555-0100	Shop 13	419 Brkic Crescent
9AA1667E-F0B1-48F3-9876-CDDD7A5AD165	0A85F1F5-E650-4766-916C-BC94F7AF28F2	2023-05-10 18:19:01.7533333	22807.79	4	System Generated	DBC-0036	2023-05-10 18:19:01.7533333	Chuan Wattanasin	(217) 555-0100	Suite 8	1774 Yadav Crescent
E02B689A-DE80-4041-8DC8-E6EF161D1158	C6B6C78D-62E9-42A6-9AEC-11BE257EE68F	2023-05-12 20:35:01.7666667	13030.43	5	System Generated	BDB-0094	2023-05-12 20:35:01.7666667	Neil Farrelly	(215) 555-0100	Suite 17	730 Gungor Boulevard
2CB208F5-A2B0-4151-A671-5D365EBA36AD	3C104672-F1D4-4165-81E8-1A8B35B05BA7	2023-05-12 17:04:01.7733333	10876.99	3	System Generated	BCD-0014	2023-05-12 17:04:01.7733333	"Tailspin Toys (Sylvanite, MT)"	(406) 555-0100	Shop 245	705 Dita Lane
3283469B-FF4B-4D80-A114-11DFC8BAE335	9B060E85-21F8-4045-93D6-5E346F966BD2	2023-05-12 17:50:01.7800000	19002.08	6	System Generated	AED-0045	2023-05-12 17:50:01.7800000	"Tailspin Toys (Naples Park, FL)"	(239) 555-0100	Shop 172	1724 Chatterjee Avenue
FBB07EEE-C556-41DC-9926-02B4064D897B	EC1E6BC6-6110-4B41-BF87-637E42EC8AD9	2023-05-12 22:48:01.7833333	22905.07	7	System Generated	ACD-0081	2023-05-12 22:48:01.7833333	Edgar Jogi	(209) 555-0100	Shop 6	1317 Desforges Street
BD7EB7FA-E365-4E4F-B5DC-9F6189E1D193	DEE93508-F13A-4650-BB37-7674897DB209	2023-05-12 14:31:01.7866667	19615.24	3	System Generated	ACB-0017	2023-05-12 14:31:01.7866667	Ondrej Polak	(203) 555-0100	Shop 21	1242 Duleep Street
36322CFB-5509-4886-8D97-DA8783D6A266	B79FAE7B-7C4D-42E7-8814-7CF90899ED1E	2023-05-12 17:34:01.7900000	16650.45	7	System Generated	CDA-0065	2023-05-12 17:34:01.7900000	Damodar Shenoy	(229) 555-0100	Suite 7	1337 Koknesis Avenue
489740AF-B055-40B8-9ED5-ED1C8227A15B	63C6E89E-7ED8-4D97-9730-805A92366C96	2023-05-12 16:36:01.7933333	11409.20	5	System Generated	EAE-0075	2023-05-12 16:36:01.7933333	Ashutosh Bandopadhyay	(212) 555-0100	Shop 20	614 Marcella Road
03CA9DE6-070D-44C6-92FB-5368A0ACAAB2	F0329669-145F-4EBA-A34F-93163E0A3119	2023-05-12 16:02:01.8000000	17910.68	5	System Generated	CEC-0023	2023-05-12 16:02:01.8000000	"Tailspin Toys (Seagraves, TX)"	(210) 555-0100	Suite 228	1216 Nilsson Crescent
8CB2DED3-DC5E-46E4-9938-D14D88A8F5F8	3337C37E-ABE1-4B41-AE34-1E4CF27858D6	2023-05-16 14:31:01.0466667	16799.48	3	System Generated	BCA-0089	2023-05-16 14:31:01.0466667	Chin-Sun Chang	(605) 555-0100	Suite 2	1417 Mercier Boulevard
521A8D6C-8F29-40EA-8BF8-8AEDFC5E7F92	04B4F8AC-F959-4925-B36B-28E0816A7454	2023-05-16 20:52:01.0533333	19505.51	6	System Generated	EAA-0085	2023-05-16 20:52:01.0533333	"Wingtip Toys (Robertsdale, AL)"	(205) 555-0100	Shop 276	1856 Poddar Street
9BFD417D-5F9F-47D6-BB3E-BC3ED3804A1F	E9EC700F-63EE-494D-8AB4-ACE3C2857E4D	2023-05-16 21:52:01.0633333	14807.30	3	System Generated	DDD-0016	2023-05-16 21:52:01.0633333	Hyun-Shik Lee	(209) 555-0100	Shop 14	1942 Klara Road
876D3E6A-B8C4-4629-8737-A34A7D60EAA8	D6D50DAF-14D1-4411-B9E7-BEB6FAC46CE0	2023-05-16 19:26:01.0733333	12557.24	4	System Generated	BCD-0058	2023-05-16 19:26:01.0733333	Kwanjai Saowaluk	(787) 555-0100	Shop 24	643 Logan Lane
98A73CE2-63EC-4B10-A26B-13E9E1BEF514	4EF76F55-94C5-4B59-85D1-027DD6A4C387	2023-05-19 17:48:01.6700000	17248.37	5	System Generated	BBE-0013	2023-05-19 17:48:01.6700000	Isidora Morales	(406) 555-0100	Shop 12	1633 Kanaparthi Lane
D2D17FFA-0E7F-4551-9FBB-36FC4BD2C649	5B4784B8-7E4E-40DD-88D8-3B62CACF9BE7	2023-05-19 17:14:01.6766667	10489.59	6	System Generated	BAE-0046	2023-05-19 17:14:01.6766667	"Wingtip Toys (Stoneboro, PA)"	(215) 555-0100	Suite 105	393 Williams Avenue
44D056FA-9AD6-4353-A217-A8EAF1A7F34D	C271A6FF-691B-4BD5-8851-72A1C81D6B89	2023-05-19 14:06:01.6800000	10513.76	6	System Generated	CAC-0010	2023-05-19 14:06:01.6800000	"Wingtip Toys (Knights Landing, CA)"	(209) 555-0100	Suite 62	1404 Molnar Road
D1CD82C8-FEFD-48F4-9B7A-153C90F88303	4715BA65-1D64-48E4-81ED-7F1B63D97436	2023-05-19 13:45:01.6833333	10568.11	3	System Generated	ECD-0013	2023-05-19 13:45:01.6833333	"Wingtip Toys (Beals, ME)"	(207) 555-0100	Shop 61	327 Trivedi Lane
A43C80C5-10C0-42B0-83B1-2C2F7941721C	83821704-86F7-4C2D-A303-8C1FDAF35681	2023-05-19 17:01:01.6866667	19785.10	7	System Generated	ACA-0097	2023-05-19 17:01:01.6866667	Aishwarya Tottempudi	(787) 555-0100	Shop 4	1577 Sandhya Boulevard
61A0DD78-ED83-459C-9D8C-D34F7D6ACD2C	AE6EF7D2-6160-47C7-BD8C-96D857ED740A	2023-05-19 17:09:01.6900000	22379.97	7	System Generated	ACE-0083	2023-05-19 17:09:01.6900000	"Tailspin Toys (Hambleton, WV)"	(304) 555-0100	Unit 257	1715 Samaniego Street
1ECA7FC7-9C5F-4FEC-8E7F-0FA9DF11C763	25D5109D-F615-4E83-99A7-A8E82BE57E58	2023-05-19 22:07:01.6933333	13029.51	3	System Generated	CCE-0097	2023-05-19 22:07:01.6933333	Katarina Filipovic	(505) 555-0100	Unit 29	412 Konrads Lane
81ED80FD-6A14-4DDB-BF0F-00A7CB6D492D	C9FD5810-3E53-4F55-A474-AA207C20893D	2023-05-19 18:31:01.6966667	13855.06	4	System Generated	EBB-0017	2023-05-19 18:31:01.6966667	"Wingtip Toys (Weld, ME)"	(207) 555-0100	Shop 237	540 Buresova Road
3520AD1E-C443-4DA3-8BB1-0101B2C66451	0F18BAB9-8023-4486-AA11-C900FB901E93	2023-05-19 18:24:01.7000000	22221.08	6	System Generated	CEE-0056	2023-05-19 18:24:01.7000000	"Wingtip Toys (Vair, TX)"	(210) 555-0100	Shop 59	75 Chang Crescent
B3600625-D6EE-48DF-B3E7-C554E23EF5B5	967C5CBD-489F-44F2-BA3C-C9938A58A993	2023-05-19 17:16:01.7033333	15088.89	5	System Generated	AED-0048	2023-05-19 17:16:01.7033333	Ratan Poddar	(907) 555-0100	Shop 16	1071 Goransson Crescent
C8D6BC65-9872-4672-9127-1BDF38492048	C508ACC4-2C80-431C-B0A7-C9DA93046C2F	2023-05-19 21:48:01.7066667	17237.08	3	System Generated	DBD-0052	2023-05-19 21:48:01.7066667	Fabrice Cloutier	(252) 555-0100	Suite 14	667 Sandhya Lane
CD088682-2ECC-46D8-BA1E-6F1477835D47	4ABA6BDD-1D2F-49F9-A504-DCD8FB399EE0	2023-05-19 19:48:01.7100000	18979.04	6	System Generated	BDB-0056	2023-05-19 19:48:01.7100000	"Wingtip Toys (Karthaus, PA)"	(215) 555-0100	Suite 106	272 Stojkovic Avenue
045E21F3-99EF-49FA-8A8A-478A98E7742D	C86E7C24-EF9C-45AE-BB27-DD61CE975DD6	2023-05-19 17:49:01.7166667	10240.08	7	System Generated	ADC-0026	2023-05-19 17:49:01.7166667	"Tailspin Toys (Inguadona, MN)"	(218) 555-0100	Suite 157	196 Kubat Street
7430E4ED-9E60-4CFF-B32D-8A6F0A7804E0	969337A9-9BCF-40FD-AD7C-DE68D1F71FD2	2023-05-19 21:48:01.7200000	15728.45	3	System Generated	CAC-0018	2023-05-19 21:48:01.7200000	Gabriela Hernandes	(239) 555-0100	Suite 31	632 Sokk Lane
6A373CD3-25CB-4280-A30C-1488F2D32916	ADC1F04D-CD8A-4F65-82C8-DEEBA046F794	2023-05-19 22:21:01.7233333	24373.85	5	System Generated	BAB-0078	2023-05-19 22:21:01.7233333	"Tailspin Toys (Upper Preston, WA)"	(206) 555-0100	Suite 105	980 Preda Crescent
A2C4B490-8B93-43FC-8D9B-0EC7BEC58D9A	CF7BE655-54C9-4311-AF31-E4159CE60A8B	2023-05-19 20:38:01.7266667	10922.21	4	System Generated	DDD-0023	2023-05-19 20:38:01.7266667	Rodrigo Figueiredo	(803) 555-0100	Unit 23	1155 Kanepa Road
47AAA77F-47C6-4572-8F39-BB813C94D4A9	0D808465-67B0-46D9-B814-E4E07F2A6397	2023-05-19 19:37:01.7333333	22670.24	6	System Generated	ABB-0075	2023-05-19 19:37:01.7333333	Agrita Abele	(206) 555-0100	Shop 12	652 Victoria Lane
A82A60B9-9848-4C31-AA8A-7BE31F8B5D1C	2E272CFA-A7E0-4642-80FE-1DBA320C671C	2023-05-23 21:31:01.5233333	17960.65	3	System Generated	AAE-0098	2023-05-23 21:31:01.5233333	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	Unit 7	833 Pasek Boulevard
731F4239-A335-49FE-909E-388954AA0C90	0E16F732-8CD4-4FDE-8BF5-451FD565631B	2023-05-23 15:48:01.5366667	13181.50	5	System Generated	ABC-0043	2023-05-23 15:48:01.5366667	"Wingtip Toys (Cape Neddick, ME)"	(207) 555-0100	Shop 186	1369 Atluri Crescent
E5C2586F-3F7A-4F3B-BF13-0D66122B4C7E	416E54DA-036F-4ED2-B9AB-608166BFDA3B	2023-05-23 20:16:01.5466667	18298.61	5	System Generated	EAE-0034	2023-05-23 20:16:01.5466667	Lassi Santala	(209) 555-0100	Shop 31	127 Teresa Boulevard
D0FFCA29-A75D-4D7B-9929-F23F0248B67D	DA1C7FD6-649F-401F-B9D1-6282EB339FFE	2023-05-23 15:40:01.5566667	18191.36	6	System Generated	BBC-0040	2023-05-23 15:40:01.5566667	"Tailspin Toys (North Cowden, TX)"	(210) 555-0100	Suite 18	402 Nan Road
6A70282C-1FD1-47B8-B054-6F842B7F4069	51603E28-D2B9-4C68-86C6-06BDF372FE09	2023-05-25 13:08:01.6766667	23020.67	4	System Generated	DAD-0016	2023-05-25 13:08:01.6766667	Marcela Lucescu	(231) 555-0100	Unit 5	201 Glissen Lane
31C5EEE5-1CF6-46BE-BC20-A1DF176E7E25	08F9E035-F43E-424E-A1AD-791FFDD64F12	2023-05-25 16:17:01.6800000	17651.97	6	System Generated	DAC-0064	2023-05-25 16:17:01.6800000	Sumati Chatterjee	(231) 555-0100	Unit 10	1643 Mitra Avenue
20BD9526-6E76-4029-8CBD-CA46F3222007	E60F9B08-BB61-4D9C-BC3C-14800AA5838A	2023-05-05 16:34:01.4200000	19774.03	3	System Generated	ACA-0099	2023-05-05 16:34:01.4200000	"Tailspin Toys (North Ridge, NY)"	(212) 555-0100	Unit 40	890 Hlouskova Avenue
8833D1F9-241E-45E2-989B-D06C149630EE	4274A918-5375-4246-ABE7-224C83A177AA	2023-05-05 14:06:01.4300000	15869.42	3	System Generated	AEC-0057	2023-05-05 14:06:01.4300000	"Tailspin Toys (Eastchester, NY)"	(212) 555-0100	Unit 109	1568 Srisati Boulevard
