Ord	ODate	wt	TotalValue	ProductName	ProductNumber	color	StandardCost	size	Weight	CreatedBy	EnteredOn	SEntityName	SPNo	SFax	SUrl	sLine1	SLine2	REntityName	RPNo	RFax	RUrl	RLine1	RLine2	SCity	OBranch	DCity	DBranch
49E80CD5-9F3F-4F46-B0DE-A3A10E878026	2023-03-06 18:08:21.0766667	847.49	867805.78	Headlights - Dual-Beam	LT-H902	NULL	14.4334001541138	NULL	NULL	System Generated	2023-03-06 18:08:21.0766667	"Wingtip Toys (Chaseley, ND)"	(701) 555-0100	(701) 555-0101	http://www.wingtiptoys.com/Chaseley	Suite 211	1666 Semjonov Lane	"Tailspin Toys (Eastchester, NY)"	(212) 555-0100	(212) 555-0101	http://www.tailspintoys.com/Eastchester	Unit 109	1568 Srisati Boulevard	Bokaro Steel City	Jharkhand	Tanda	Uttar Pradesh
7ECF5C21-8A52-4197-885E-6D219622FE3B	2024-03-01 21:41:01.0100000	876.49	602501.79	LL Fork	FK-1639	NULL	65.809700012207	NULL	NULL	System Generated	2024-03-01 21:41:01.0100000	"Wingtip Toys (Indian Creek, IL)"	(217) 555-0100	(217) 555-0101	http://www.wingtiptoys.com/IndianCreek	Unit 40	63 Celmina Road	"Tailspin Toys (Yewed, OK)"	(405) 555-0100	(405) 555-0101	http://www.tailspintoys.com/Yewed	Unit 266	210 safranek Lane	Dumraon	Bihar	Lunawada	Gujarat
19A9AA38-18A1-41DC-BEB6-BE4C25F45598	2023-01-10 12:53:17.5500000	900.14	961628.54	Lock Washer 9	LW-7160	NULL	0	NULL	NULL	System Generated	2023-01-10 12:53:17.5500000	"Wingtip Toys (Indian Creek, IL)"	(217) 555-0100	(217) 555-0101	http://www.wingtiptoys.com/IndianCreek	Unit 40	63 Celmina Road	"Wingtip Toys (Teutopolis, IL)"	(217) 555-0100	(217) 555-0101	http://www.wingtiptoys.com/Teutopolis	Unit 83	1871 Grabensek Road	Nargund	Karnataka	Sundarnagar	Himachal Pradesh
51EBDC7E-5DC2-4F5B-9F96-163F6C33B41E	2024-01-05 19:19:01.7166667	806.67	238336.07	Thin-Jam Lock Nut 12	LJ-9080	NULL	0	NULL	NULL	System Generated	2024-01-05 19:19:01.7166667	"Wingtip Toys (Indian Creek, IL)"	(217) 555-0100	(217) 555-0101	http://www.wingtiptoys.com/IndianCreek	Unit 40	63 Celmina Road	Risto Lill	(480) 555-0100	(480) 555-0101	http://www.microsoft.com/	Suite 26	1865 Om Road	Arwal	Bihar	Silao	Bihar
33B265C9-E9D9-4A4A-8B08-3A431306673E	2023-04-25 15:55:27.5200000	920.82	682765.55	Metal Bar 1	MB-2024	NULL	0	NULL	NULL	System Generated	2023-04-25 15:55:27.5200000	"Wingtip Toys (Lake Ronkonkoma, NY)"	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/LakeRonkonkoma	Suite 131	576 Sedlar Road	Harsha Huq	(314) 555-0100	(314) 555-0101	http://www.microsoft.com/HarshaHuq/	Suite 13	868 Prikrylova Street	Puranpur	Uttar Pradesh	Wani	Maharashtra
C642A089-B23C-4AD4-BDDE-DBBE4C53BED2	2023-11-16 15:50:00.8333333	863.06	104027.12	Front Derailleur Linkage	FL-2301	Silver	0	NULL	NULL	System Generated	2023-11-16 15:50:00.8333333	"Wingtip Toys (Lake Ronkonkoma, NY)"	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/LakeRonkonkoma	Suite 131	576 Sedlar Road	"Tailspin Toys (Gasport, NY)"	(212) 555-0100	(212) 555-0101	http://www.tailspintoys.com/Gasport	Unit 176	1674 Skujins Boulevard	Rajgarh	Madhya Pradesh	Vellore	Tamil Nadu
73BD76AB-C652-4C2A-9C3A-27D292E9E83A	2023-05-08 20:23:01.8300000	845.84	545482.24	BB Ball Bearing	BE-2349	NULL	0	NULL	NULL	System Generated	2023-05-08 20:23:01.8300000	"Wingtip Toys (Lake Ronkonkoma, NY)"	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/LakeRonkonkoma	Suite 131	576 Sedlar Road	"Tailspin Toys (Scofield, UT)"	(385) 555-0100	(385) 555-0101	http://www.tailspintoys.com/Scofield	Suite 176	298 Bucco Lane	Purulia	West Bengal	Chennai	Tamil Nadu
02D5AD98-E9B6-4EF9-B3BB-02D11F17F716	2024-01-11 13:33:01.4866667	841.10	998068.45	"LL Mountain Frame - Black, 52"	FR-M21B-52	Black	136.785003662109	52	3.04	System Generated	2024-01-11 13:33:01.4866667	"Wingtip Toys (Lake Ronkonkoma, NY)"	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/LakeRonkonkoma	Suite 131	576 Sedlar Road	Bhagavaan Atluri	(229) 555-0100	(229) 555-0101	http://www.microsoft.com/BhagavaanAtluri/	Suite 16	1382 Wintle Road	Haldwani-cum-Kathgodam	Uttarakhand	Mavoor	Kerala
8B0D9D05-CB22-4432-94EA-524E49726618	2022-12-04 08:50:17.0066667	809.22	876972.96	"ML Mountain Frame-W - Silver, 38"	FR-M63S-38	Silver	199.375701904297	38	2.73	System Generated	2022-12-04 08:50:17.0066667	"Wingtip Toys (Lake Ronkonkoma, NY)"	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/LakeRonkonkoma	Suite 131	576 Sedlar Road	Sani Shasthri	(240) 555-0100	(240) 555-0101	http://www.microsoft.com/	Shop 19	1632 Nghi Street	Rangia	Assam	Anantapur	Andhra Pradesh
7433DCE6-36CF-4507-949D-3F5C2DE3222D	2023-02-16 14:41:19.2033333	922.50	677952.32	"Mountain-500 Silver, 48"	BK-M18S-48	Silver	308.217895507813	48	28.42	System Generated	2023-02-16 14:41:19.2033333	"Wingtip Toys (Lake Ronkonkoma, NY)"	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/LakeRonkonkoma	Suite 131	576 Sedlar Road	"Wingtip Toys (Cuyamungue, NM)"	(505) 555-0100	(505) 555-0101	http://www.wingtiptoys.com/Cuyamungue	Suite 51	1342 Gajula Boulevard	Marmagao	Goa	Neemuch	Madhya Pradesh
62073C53-2E0E-460A-A7E2-28B7A56E711B	2022-12-12 12:36:17.3133333	803.94	484676.24	"Road-350-W Yellow, 44"	BK-R79Y-44	Yellow	1082.51000976563	44	16.13	System Generated	2022-12-12 12:36:17.3133333	"Wingtip Toys (Morrison Bluff, AR)"	(479) 555-0100	(479) 555-0101	http://www.wingtiptoys.com/MorrisonBluff	Shop 284	645 Khalsa Boulevard	Ajitaab Pakalapati	(209) 555-0100	(209) 555-0101	http://www.microsoft.com/AjitaabPakalapati/	Shop 11	1892 Clark Avenue	Panchla	West Bengal	Malkangiri	Odisha
3FAA9021-32F9-4D9B-B25E-B4311B629966	2023-03-06 11:49:20.9800000	862.19	910436.90	Flat Washer 2	FW-1400	NULL	0	NULL	NULL	System Generated	2023-03-06 11:49:20.9800000	"Wingtip Toys (Morrison Bluff, AR)"	(479) 555-0100	(479) 555-0101	http://www.wingtiptoys.com/MorrisonBluff	Shop 284	645 Khalsa Boulevard	"Tailspin Toys (Wimbledon, ND)"	(701) 555-0100	(701) 555-0101	http://www.tailspintoys.com/Wimbledon	Unit 67	372 Joo Lane	Ramagundam	Telangana	Umbergaon	Gujarat
3D879671-5229-495D-88B5-D25518EF34C3	2024-01-24 18:29:01.1233333	935.97	206955.99	Lock Washer 13	LW-3400	NULL	0	NULL	NULL	System Generated	2024-01-24 18:29:01.1233333	"Wingtip Toys (Morrison Bluff, AR)"	(479) 555-0100	(479) 555-0101	http://www.wingtiptoys.com/MorrisonBluff	Shop 284	645 Khalsa Boulevard	"Wingtip Toys (Bozeman Hot Springs, MT)"	(406) 555-0100	(406) 555-0101	http://www.wingtiptoys.com/BozemanHotSprings	Suite 252	1639 Deb Lane	Manawar	Madhya Pradesh	Sumerpur	Rajasthan
65D31498-C8E3-4986-9C9D-8BDF93B5A19F	2022-11-04 12:16:15.1166667	907.01	932649.61	Thin-Jam Lock Nut 11	LJ-9161	NULL	0	NULL	NULL	System Generated	2022-11-04 12:16:15.1166667	"Wingtip Toys (Morrison Bluff, AR)"	(479) 555-0100	(479) 555-0101	http://www.wingtiptoys.com/MorrisonBluff	Shop 284	645 Khalsa Boulevard	"Wingtip Toys (Pikeview, CO)"	(303) 555-0100	(303) 555-0101	http://www.wingtiptoys.com/Pikeview	Suite 297	1726 Zahradnicek Crescent	Raghunathpur	West Bengal	Mumbai	Maharashtra
05CB4B03-ECEE-4FAE-B0A8-43D0BDD3EAB8	2023-12-27 22:32:00.6766667	840.77	111464.46	Lock Nut 20	LN-5811	NULL	0	NULL	NULL	System Generated	2023-12-27 22:32:00.6766667	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	"Tailspin Toys (Topstone, CT)"	(203) 555-0100	(203) 555-0101	http://www.tailspintoys.com/Topstone	Suite 271	1399 Mukherjee Avenue	Tasgaon	Maharashtra	Yadgir	Karnataka
7258B6ED-20A5-4B37-B143-3464A3C56FC4	2022-10-28 15:20:14.3800000	923.12	133545.91	External Lock Washer 2	LE-8000	NULL	0	NULL	NULL	System Generated	2022-10-28 15:20:14.3800000	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	Aishwarya Tottempudi	(787) 555-0100	(787) 555-0101	http://www.microsoft.com/	Shop 4	1577 Sandhya Boulevard	Thirupuvanam	Tamil Nadu	Muktsar	Punjab
2CDAC669-88F1-46A8-A865-1D9CA3F01A24	2024-01-12 14:41:01.4966667	940.99	880437.02	Lock Nut 3	LN-6320	NULL	0	NULL	NULL	System Generated	2024-01-12 14:41:01.4966667	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	Manjunatha Karnik	(405) 555-0100	(405) 555-0101	http://www.microsoft.com/	Suite 8	1768 Kwanjai Crescent	Brahmapur	Odisha	Vijayapura	Karnataka
64478541-BA2D-41D8-BFFB-5D359DFD0810	2024-02-05 14:57:00.6133333	816.74	401790.35	Lower Head Race	LR-8520	NULL	0	NULL	NULL	System Generated	2024-02-05 14:57:00.6133333	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	Chaayaadaevi Sonti	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/ChaayaadaeviSonti/	Suite 13	701 Sedlar Boulevard	Bikaner	Rajasthan	Nawanshahr	Punjab
07F2769B-11EE-4ABE-A3F0-1F381A41D66A	2024-01-03 18:43:01.1900000	930.76	531461.91	Thin-Jam Hex Nut 9	HJ-1213	NULL	0	NULL	NULL	System Generated	2024-01-03 18:43:01.1900000	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	Linda Ohl	(308) 555-0100	(308) 555-0101	http://www.microsoft.com/	Suite 5	1397 Ludmila Crescent	Sivagiri	Tamil Nadu	Santipur	West Bengal
D812B8AD-66F8-49A4-9DF8-3842C583ED9A	2022-10-13 14:08:24.6000000	975.84	207994.42	HL Fork	FK-9939	NULL	101.893600463867	NULL	NULL	System Generated	2022-10-13 14:08:24.6000000	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	Joel Carrillo	(405) 555-0100	(405) 555-0101	http://www.microsoft.com/JoelCarrillo/	Unit 18	227 Paruchuri Boulevard	Mangrulpir	Maharashtra	Arwal	Bihar
82A4EA8D-5C06-4AB2-A93A-4A3D34030CCB	2023-11-15 15:15:00.9500000	837.45	410013.91	Minipump	PU-0452	NULL	8.24590015411377	NULL	NULL	System Generated	2023-11-15 15:15:00.9500000	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	"Tailspin Toys (Cherry Grove Beach, SC)"	(803) 555-0100	(803) 555-0101	http://www.tailspintoys.com/CherryGroveBeach	Unit 9	406 Malakar Lane	Sihora	Madhya Pradesh	Uchgaon	Maharashtra
3405939C-01C1-4A9B-848E-5988AB3376A3	2023-03-18 17:19:20.7600000	917.73	583794.08	"ML Road Frame-W - Yellow, 40"	FR-R72Y-40	Yellow	360.942810058594	40	2.22	System Generated	2023-03-18 17:19:20.7600000	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	Nhung Ton	(505) 555-0100	(505) 555-0101	http://www.microsoft.com/	Suite 13	433 Sulabha Lane	Una	Gujarat	Narsinghgarh	Madhya Pradesh
95533C5B-FAA4-4B35-87CD-E55B49B2D12B	2023-12-30 19:35:17.8666667	991.00	755158.60	Seat Lug	SL-0931	NULL	0	NULL	NULL	System Generated	2023-12-30 19:35:17.8666667	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	"Tailspin Toys (Ikatan, AK)"	(907) 555-0100	(907) 555-0101	http://www.tailspintoys.com/Ikatan	Unit 300	1467 Chang Lane	Mangrol	Gujarat	Adyar	Karnataka
3B40D698-BFD4-4996-AC16-1EBC002BC201	2023-01-24 11:28:17.4233333	811.72	989775.18	Touring Rim	RM-T801	NULL	0	NULL	460.00	System Generated	2023-01-24 11:28:17.4233333	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	"Wingtip Toys (New Laguna, NM)"	(505) 555-0100	(505) 555-0101	http://www.wingtiptoys.com/NewLaguna	Suite 185	1687 Ornlamai Lane	Multai	Madhya Pradesh	Malappuram	Kerala
6CC8A8F9-A25F-437C-A22D-E81351DC8034	2023-02-28 17:28:22.0500000	825.16	826878.56	"ML Mountain Frame-W - Silver, 38"	FR-M63S-38	Silver	199.375701904297	38	2.73	System Generated	2023-02-28 17:28:22.0500000	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	Riccardo Esposito	(314) 555-0100	(314) 555-0101	http://www.microsoft.com/	Shop 26	1521 Isabelina Lane	Mauganj	Madhya Pradesh	Macherla	Andhra Pradesh
3724ACED-D382-4B26-B8F5-E6EF621E1FC1	2023-12-04 21:14:01.0600000	816.36	530408.30	ML Mountain Pedal	PD-M340	Silver/Black	27.568000793457	NULL	215.00	System Generated	2023-12-04 21:14:01.0600000	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Huntingburg	Unit 7	833 Pasek Boulevard	"Tailspin Toys (Cundiyo, NM)"	(505) 555-0100	(505) 555-0101	http://www.tailspintoys.com/Cundiyo	Suite 117	1940 Shim Avenue	Tiruvannamalai	Tamil Nadu	AlipurdUrban Agglomerationr	West Bengal
868B6777-1873-4732-A2DC-20A432CB9286	2022-11-21 18:27:15.9733333	827.71	977782.41	"Women's Mountain Shorts, S"	SH-W890-S	Black	26.1763000488281	S	NULL	System Generated	2022-11-21 18:27:15.9733333	"Wingtip Toys (Shay, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Shay	Suite 140	1587 Olofsson Boulevard	"Wingtip Toys (Cylon, WI)"	(262) 555-0100	(262) 555-0101	http://www.wingtiptoys.com/Cylon	Suite 36	1673 Pokorna Avenue	Tittakudi	Tamil Nadu	Jammu	Jammu and Kashmir
12DA0645-0248-400F-95C3-9A8970B03044	2023-03-06 14:12:20.9266667	846.82	475568.49	"Mountain-500 Silver, 44"	BK-M18S-44	Silver	308.217895507813	44	28.13	System Generated	2023-03-06 14:12:20.9266667	"Wingtip Toys (Shay, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Shay	Suite 140	1587 Olofsson Boulevard	Melani Ravlen	(405) 555-0100	(405) 555-0101	http://www.microsoft.com/MelaniRavlen/	Unit 7	340 Lucchesi Street	Ongole	Andhra Pradesh	Narkhed	Maharashtra
04D17A98-F3F7-4D17-86E5-38DF0F861158	2024-01-12 20:37:01.4733333	976.00	277873.71	Hex Nut 22	HN-3410	NULL	0	NULL	NULL	System Generated	2024-01-12 20:37:01.4733333	"Wingtip Toys (Shay, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Shay	Suite 140	1587 Olofsson Boulevard	Phoung Cu	(208) 555-0100	(208) 555-0101	http://www.microsoft.com/PhoungCu/	Shop 10	1380 Kalnina Crescent	Bharuch	Gujarat	Mandideep	Madhya Pradesh
3B00D036-936F-4A57-BC14-09E8820493FE	2023-02-10 13:47:19.8433333	960.46	326712.10	Hex Nut 8	HN-1420	NULL	0	NULL	NULL	System Generated	2023-02-10 13:47:19.8433333	"Wingtip Toys (Shay, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Shay	Suite 140	1587 Olofsson Boulevard	"Wingtip Toys (Salt Wells, NV)"	(702) 555-0100	(702) 555-0101	http://www.wingtiptoys.com/SaltWells	Unit 20	1175 Moresby Street	Santipur	West Bengal	Sherkot	Uttar Pradesh
024FAE23-AC40-4A0A-B78B-EA5B5ED422A2	2023-03-08 15:28:21.1800000	962.90	538512.13	Lock Washer 2	LW-6000	NULL	0	NULL	NULL	System Generated	2023-03-08 15:28:21.1800000	"Wingtip Toys (Shay, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Shay	Suite 140	1587 Olofsson Boulevard	Alessandro Sagese	(219) 555-0100	(219) 555-0101	http://www.microsoft.com/	Unit 30	1184 Devi Boulevard	Shahjahanpur	Uttar Pradesh	Chirmiri	Chhattisgarh
6BC177CC-5AD8-4FC7-BBF6-39BE7521FDA1	2023-01-26 14:35:18.3900000	884.68	389742.07	Lock Washer 2	LW-6000	NULL	0	NULL	NULL	System Generated	2023-01-26 14:35:18.3900000	"Wingtip Toys (Shay, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Shay	Suite 140	1587 Olofsson Boulevard	Bhadram Kamasamudram	(802) 555-0100	(802) 555-0101	http://www.microsoft.com/	Shop 3	94 Selma Road	Rewa	Madhya Pradesh	Mukhed	Maharashtra
5539371E-1AF9-4BF9-A674-EAFAE481BA39	2022-12-21 16:09:18.0100000	885.58	231274.81	Metal Plate 1	MP-2503	NULL	0	NULL	NULL	System Generated	2022-12-21 16:09:18.0100000	"Wingtip Toys (Shay, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Shay	Suite 140	1587 Olofsson Boulevard	"Tailspin Toys (Sinclair, WY)"	(307) 555-0100	(307) 555-0101	http://www.tailspintoys.com/Sinclair	Unit 88	391 Cindric Boulevard	Gurdaspur	Punjab	Sugauli	Bihar
818D778B-2F82-483C-A558-A54F317788B4	2022-12-08 13:28:16.9500000	991.18	604993.15	Lock Nut 23	LN-3416	NULL	0	NULL	NULL	System Generated	2022-12-08 13:28:16.9500000	"Wingtip Toys (Shay, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Shay	Suite 140	1587 Olofsson Boulevard	Vitalijs Baltins	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/	Shop 14	1052 Hudson Lane	Soyagaon	Maharashtra	Cherthala	Kerala
D5DB202E-1009-4D11-8ABF-92B207ACCDA8	2024-01-02 22:17:01.6066667	848.04	182541.01	LL Shell	SH-4562	NULL	0	NULL	NULL	System Generated	2024-01-02 22:17:01.6066667	"Wingtip Toys (Helotes, TX)"	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/Helotes	Unit 237	1534 Milano Lane	Drazenka Jelic	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/DrazenkaJelic/	Unit 23	1577 Lam Lane	Sullurpeta	Andhra Pradesh	Sardarshahar	Rajasthan
C2AD288C-150E-41E6-B777-6B0CB2C83B0E	2023-02-10 18:23:19.8666667	984.77	549496.72	Touring Tire	TI-T723	NULL	10.8423004150391	NULL	NULL	System Generated	2023-02-10 18:23:19.8666667	"Wingtip Toys (Helotes, TX)"	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/Helotes	Unit 237	1534 Milano Lane	"Wingtip Toys (Vamo, FL)"	(239) 555-0100	(239) 555-0101	http://www.wingtiptoys.com/Vamo	Unit 102	1523 Lukes Lane	Shahjahanpur	Uttar Pradesh	Sonepur	Bihar
B2A327A6-3075-4B70-BF59-C2BB4AD7B35A	2023-03-04 13:56:20.9200000	821.82	693535.63	"Men's Bib-Shorts, S"	SB-M891-S	Multi	37.1208992004395	S	NULL	System Generated	2023-03-04 13:56:20.9200000	"Wingtip Toys (Hollandsburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Hollandsburg	Unit 234	1014 Shuler Avenue	"Wingtip Toys (Knights Landing, CA)"	(209) 555-0100	(209) 555-0101	http://www.wingtiptoys.com/KnightsLanding	Suite 62	1404 Molnar Road	Rajpipla	Gujarat	Kakinada	Andhra Pradesh
D2459236-5C71-4DA7-A3B6-14A37DFB6ADE	2023-02-27 12:50:20.1633333	842.11	296601.70	"Touring-1000 Yellow, 54"	BK-T79Y-54	Yellow	1481.93786621094	54	25.68	System Generated	2023-02-27 12:50:20.1633333	"Wingtip Toys (Hollandsburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Hollandsburg	Unit 234	1014 Shuler Avenue	Daniel Martensson	(225) 555-0100	(225) 555-0101	http://www.microsoft.com/DanielMartensson/	Shop 21	622 Pavel Boulevard	Songadh	Gujarat	Parasi	Uttar Pradesh
C7050384-585E-4132-9F94-A4E731E68130	2023-03-07 12:55:20.7166667	964.57	506661.78	HL Mountain Rim	RM-M823	NULL	0	NULL	400.00	System Generated	2023-03-07 12:55:20.7166667	"Wingtip Toys (Hollandsburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Hollandsburg	Unit 234	1014 Shuler Avenue	"Wingtip Toys (Port Hueneme, CA)"	(209) 555-0100	(209) 555-0101	http://www.wingtiptoys.com/PortHueneme	Shop 27	1171 Sikdar Avenue	Erode	Tamil Nadu	Tuljapur	Maharashtra
976184B1-2FF4-4BB4-89F0-895E9CA5EFEB	2023-11-22 22:06:01.3733333	990.34	414682.45	"Long-Sleeve Logo Jersey, L"	LJ-0192-L	Multi	38.4922981262207	L	NULL	System Generated	2023-11-22 22:06:01.3733333	"Wingtip Toys (Hollandsburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Hollandsburg	Unit 234	1014 Shuler Avenue	"Wingtip Toys (Key Biscayne, FL)"	(239) 555-0100	(239) 555-0101	http://www.wingtiptoys.com/KeyBiscayne	Shop 226	1642 Jantunen Crescent	Mattannur	Kerala	Vadnagar	Gujarat
B2B0553A-255E-4E51-983B-F046349F0657	2024-01-11 14:41:01.5033333	903.95	912440.68	"Mountain Bike Socks, M"	SO-B909-M	White	3.39630007743835	M	NULL	System Generated	2024-01-11 14:41:01.5033333	"Wingtip Toys (Hollandsburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Hollandsburg	Unit 234	1014 Shuler Avenue	Vjekoslava Brkic	(319) 555-0100	(319) 555-0101	http://www.microsoft.com/	Shop 19	1290 Wander Street	Pedana	Andhra Pradesh	Arsikere	Karnataka
2E975CCC-6882-4C93-BB2C-E4C1E7EED66A	2023-01-28 08:40:18.6500000	847.27	713501.93	LL Headset	HS-0296	NULL	15.1848001480103	NULL	NULL	System Generated	2023-01-28 08:40:18.6500000	"Wingtip Toys (Hollandsburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Hollandsburg	Unit 234	1014 Shuler Avenue	"Wingtip Toys (Tilleda, WI)"	(262) 555-0100	(262) 555-0101	http://www.wingtiptoys.com/Tilleda	Suite 174	1968 Necesana Street	Mussoorie	Uttarakhand	Ranchi	Jharkhand
42EE2236-2D8D-4118-BA56-F47571F64386	2024-01-15 22:24:00.5500000	841.60	723326.51	"Road-650 Black, 58"	BK-R50B-58	Black	486.706604003906	58	19.79	System Generated	2024-01-15 22:24:00.5500000	"Wingtip Toys (Hollandsburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Hollandsburg	Unit 234	1014 Shuler Avenue	"Wingtip Toys (Haydenville, OH)"	(216) 555-0100	(216) 555-0101	http://www.wingtiptoys.com/Haydenville	Shop 69	801 Dzene Street	Thiruvarur	Tamil Nadu	Arvi	Maharashtra
B98815B2-D168-49FA-904C-5D14A31C49AB	2022-10-30 10:09:13.9966667	943.82	158089.33	Hex Nut 9	HN-1428	NULL	0	NULL	NULL	System Generated	2022-10-30 10:09:13.9966667	"Wingtip Toys (Hollandsburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Hollandsburg	Unit 234	1014 Shuler Avenue	Emil Roman	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/EmilRoman/	Suite 13	1301 Bhutia Street	Bhubaneswar	Odisha	Jorhat	Assam
A87DF648-65C8-45BF-AE47-511949CEFBDC	2023-02-03 11:25:18.4600000	881.18	773049.74	Minipump	PU-0452	NULL	8.24590015411377	NULL	NULL	System Generated	2023-02-03 11:25:18.4600000	"Wingtip Toys (Liberty Grove, MD)"	(240) 555-0100	(240) 555-0101	http://www.wingtiptoys.com/LibertyGrove	Shop 177	1754 Kaskar Avenue	"Tailspin Toys (Sun River, MT)"	(406) 555-0100	(406) 555-0101	http://www.tailspintoys.com/SunRiver	Unit 249	1229 Bordelon Lane	Shamgarh	Madhya Pradesh	Shujalpur	Madhya Pradesh
94DD3171-11E6-4822-B6C3-410CC2F29031	2023-03-13 08:47:20.8333333	964.12	109409.08	"Road-750 Black, 58"	BK-R19B-58	Black	343.649597167969	58	20.79	System Generated	2023-03-13 08:47:20.8333333	"Wingtip Toys (Liberty Grove, MD)"	(240) 555-0100	(240) 555-0101	http://www.wingtiptoys.com/LibertyGrove	Shop 177	1754 Kaskar Avenue	"Tailspin Toys (Hollywood Park, TX)"	(210) 555-0100	(210) 555-0101	http://www.tailspintoys.com/HollywoodPark	Unit 178	1948 Podnieks Road	Tindivanam	Tamil Nadu	Tharangambadi	Tamil Nadu
65E11C9D-11B9-4D38-9974-C35BD410766C	2023-04-08 12:45:23.4833333	943.64	364520.87	Rear Derailleur Cage	RC-0291	Silver	0	NULL	NULL	System Generated	2023-04-08 12:45:23.4833333	"Wingtip Toys (Morita, TX)"	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/Morita	Suite 54	598 Ilic Road	"Wingtip Toys (Cloquet, MN)"	(218) 555-0100	(218) 555-0101	http://www.wingtiptoys.com/Cloquet	Unit 271	336 Kasesalu Lane	Taliparamba	Kerala	Sardarshahar	Rajasthan
B94980AF-8CBC-42E3-BD4B-0DB8F1C814AE	2023-11-10 22:00:00.5333333	964.72	969043.76	LL Grip Tape	GT-0820	NULL	0	NULL	NULL	System Generated	2023-11-10 22:00:00.5333333	"Wingtip Toys (Morita, TX)"	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/Morita	Suite 54	598 Ilic Road	"Tailspin Toys (Saks, AL)"	(205) 555-0100	(205) 555-0101	http://www.tailspintoys.com/Saks	Suite 187	1962 Celik Road	Thammampatti	Tamil Nadu	Lal Gopalganj Nindaura	Uttar Pradesh
